wordnet_entry	translation	status	phrase	masc	pnt	concrete_n	concrete_pn	abstract_n	abstract_pn
gulf_of_oman_LN	خليج عمان	translated	1		LN	"lin 'خليج عمان_N' = mkN nohum (wmkN {g = fem ; sg = ""خليج عمان"" ; pl = ""خليج عمان"" }) ;"	lin 'خليج عمان_LN' = mkLN 'خليج عمان_N' ;	fun 'خليج عمان_N' : N ;	fun 'خليج عمان_LN' : LN ;
gulf_of_riga_LN	خليج ريغا	translated	1		LN	"lin 'خليج ريغا_N' = mkN nohum (wmkN {g = fem ; sg = ""خليج ريغا"" ; pl = ""خليج ريغا"" }) ;"	lin 'خليج ريغا_LN' = mkLN 'خليج ريغا_N' ;	fun 'خليج ريغا_N' : N ;	fun 'خليج ريغا_LN' : LN ;
gulf_of_saint_lawrence_LN	خليج سنت لورنس	translated	1		LN	"lin 'خليج سنت لورنس_N' = mkN nohum (wmkN {g = fem ; sg = ""خليج سنت لورنس"" ; pl = ""خليج سنت لورنس"" }) ;"	lin 'خليج سنت لورنس_LN' = mkLN 'خليج سنت لورنس_N' ;	fun 'خليج سنت لورنس_N' : N ;	fun 'خليج سنت لورنس_LN' : LN ;
gulf_of_suez_LN	خليج السويس	translated	1		LN	"lin 'خليج السويس_N' = mkN nohum (wmkN {g = fem ; sg = ""خليج السويس"" ; pl = ""خليج السويس"" }) ;"	lin 'خليج السويس_LN' = mkLN 'خليج السويس_N' ;	fun 'خليج السويس_N' : N ;	fun 'خليج السويس_LN' : LN ;
gulf_of_thailand_LN	خليج تايلند	translated	1		LN	"lin 'خليج تايلند_N' = mkN nohum (wmkN {g = fem ; sg = ""خليج تايلند"" ; pl = ""خليج تايلند"" }) ;"	lin 'خليج تايلند_LN' = mkLN 'خليج تايلند_N' ;	fun 'خليج تايلند_N' : N ;	fun 'خليج تايلند_LN' : LN ;
gulf_of_venice_LN	خليج البندقيه	translated	1		LN	"lin 'خليج البندقيه_N' = mkN nohum (wmkN {g = fem ; sg = ""خليج البندقيه"" ; pl = ""خليج البندقيه"" }) ;"	lin 'خليج البندقيه_LN' = mkLN 'خليج البندقيه_N' ;	fun 'خليج البندقيه_N' : N ;	fun 'خليج البندقيه_LN' : LN ;
gulu_LN	غولو	translated	0		LN	"lin 'غولو_N' = mkN nohum (wmkN {g = fem ; sg = ""غولو"" ; pl = ""غولو"" }) ;"	lin 'غولو_LN' = mkLN 'غولو_N' ;	fun 'غولو_N' : N ;	fun 'غولو_LN' : LN ;
guyana_LN	غويانا	translated	0		LN	"lin 'غويانا_N' = mkN nohum (wmkN {g = fem ; sg = ""غويانا"" ; pl = ""غويانا"" }) ;"	lin 'غويانا_LN' = mkLN 'غويانا_N' ;	fun 'غويانا_N' : N ;	fun 'غويانا_LN' : LN ;
gwersyllt_LN	جويرسيلت	translated	0		LN	"lin 'جويرسيلت_N' = mkN nohum (wmkN {g = fem ; sg = ""جويرسيلت"" ; pl = ""جويرسيلت"" }) ;"	lin 'جويرسيلت_LN' = mkLN 'جويرسيلت_N' ;	fun 'جويرسيلت_N' : N ;	fun 'جويرسيلت_LN' : LN ;
gwynedd_LN	جوينيد	translated	0		LN	"lin 'جوينيد_N' = mkN nohum (wmkN {g = fem ; sg = ""جوينيد"" ; pl = ""جوينيد"" }) ;"	lin 'جوينيد_LN' = mkLN 'جوينيد_N' ;	fun 'جوينيد_N' : N ;	fun 'جوينيد_LN' : LN ;
haarlem_LN	هارلم	translated	0		LN	"lin 'هارلم_N' = mkN nohum (wmkN {g = fem ; sg = ""هارلم"" ; pl = ""هارلم"" }) ;"	lin 'هارلم_LN' = mkLN 'هارلم_N' ;	fun 'هارلم_N' : N ;	fun 'هارلم_LN' : LN ;
hackney_LN	حي هكني في لندن	translated	1		LN	"lin 'حي هكني في لندن_N' = mkN nohum (wmkN {g = fem ; sg = ""حي هكني في لندن"" ; pl = ""حي هكني في لندن"" }) ;"	lin 'حي هكني في لندن_LN' = mkLN 'حي هكني في لندن_N' ;	fun 'حي هكني في لندن_N' : N ;	fun 'حي هكني في لندن_LN' : LN ;
hadrian's_wall_LN	سور هادريان	translated	1		LN	"lin 'سور هادريان_N' = mkN nohum (wmkN {g = fem ; sg = ""سور هادريان"" ; pl = ""سور هادريان"" }) ;"	lin 'سور هادريان_LN' = mkLN 'سور هادريان_N' ;	fun 'سور هادريان_N' : N ;	fun 'سور هادريان_LN' : LN ;
hagen_LN	هاجن	translated	0		LN	"lin 'هاجن_N' = mkN nohum (wmkN {g = fem ; sg = ""هاجن"" ; pl = ""هاجن"" }) ;"	lin 'هاجن_LN' = mkLN 'هاجن_N' ;	fun 'هاجن_N' : N ;	fun 'هاجن_LN' : LN ;
hagerstown_LN	هاجرستاون	translated	0		LN	"lin 'هاجرستاون_N' = mkN nohum (wmkN {g = fem ; sg = ""هاجرستاون"" ; pl = ""هاجرستاون"" }) ;"	lin 'هاجرستاون_LN' = mkLN 'هاجرستاون_N' ;	fun 'هاجرستاون_N' : N ;	fun 'هاجرستاون_LN' : LN ;
hagia_sophia_LN	آيا صوفيا	translated	1		LN	"lin 'آيا صوفيا_N' = mkN nohum (wmkN {g = fem ; sg = ""آيا صوفيا"" ; pl = ""آيا صوفيا"" }) ;"	lin 'آيا صوفيا_LN' = mkLN 'آيا صوفيا_N' ;	fun 'آيا صوفيا_N' : N ;	fun 'آيا صوفيا_LN' : LN ;
haifa_LN	حيْفا	translated	0		LN	"lin 'حيْفا_N' = mkN nohum (wmkN {g = fem ; sg = ""حيْفا"" ; pl = ""حيْفا"" }) ;"	lin 'حيْفا_LN' = mkLN 'حيْفا_N' ;	fun 'حيْفا_N' : N ;	fun 'حيْفا_LN' : LN ;
haiphong_LN	هايفونغ	translated	0		LN	"lin 'هايفونغ_N' = mkN nohum (wmkN {g = fem ; sg = ""هايفونغ"" ; pl = ""هايفونغ"" }) ;"	lin 'هايفونغ_LN' = mkLN 'هايفونغ_N' ;	fun 'هايفونغ_N' : N ;	fun 'هايفونغ_LN' : LN ;
haiti_1_LN	هايِتِي	translated	0		LN	"lin 'هايِتِي_N' = mkN nohum (wmkN {g = fem ; sg = ""هايِتِي"" ; pl = ""هايِتِي"" }) ;"	lin 'هايِتِي_LN' = mkLN 'هايِتِي_N' ;	fun 'هايِتِي_N' : N ;	fun 'هايِتِي_LN' : LN ;
haiti_2_LN	هايِتِي	translated	0		LN	"lin 'هايِتِي_N' = mkN nohum (wmkN {g = fem ; sg = ""هايِتِي"" ; pl = ""هايِتِي"" }) ;"	lin 'هايِتِي_LN' = mkLN 'هايِتِي_N' ;	fun 'هايِتِي_N' : N ;	fun 'هايِتِي_LN' : LN ;
halifax_LN	هاليفاكس	translated	0		LN	"lin 'هاليفاكس_N' = mkN nohum (wmkN {g = fem ; sg = ""هاليفاكس"" ; pl = ""هاليفاكس"" }) ;"	lin 'هاليفاكس_LN' = mkLN 'هاليفاكس_N' ;	fun 'هاليفاكس_N' : N ;	fun 'هاليفاكس_LN' : LN ;
halle_LN	قَاعَة	translated	0		LN	"lin 'قَاعَة_N' = mkN nohum (wmkN {g = fem ; sg = ""قَاعَة"" ; pl = ""قَاعَة"" }) ;"	lin 'قَاعَة_LN' = mkLN 'قَاعَة_N' ;	fun 'قَاعَة_N' : N ;	fun 'قَاعَة_LN' : LN ;
hamburg_LN	هامبُورغ	translated	0		LN	"lin 'هامبُورغ_N' = mkN nohum (wmkN {g = fem ; sg = ""هامبُورغ"" ; pl = ""هامبُورغ"" }) ;"	lin 'هامبُورغ_LN' = mkLN 'هامبُورغ_N' ;	fun 'هامبُورغ_N' : N ;	fun 'هامبُورغ_LN' : LN ;
hamelin_LN	هاملن	translated	0		LN	"lin 'هاملن_N' = mkN nohum (wmkN {g = fem ; sg = ""هاملن"" ; pl = ""هاملن"" }) ;"	lin 'هاملن_LN' = mkLN 'هاملن_N' ;	fun 'هاملن_N' : N ;	fun 'هاملن_LN' : LN ;
hamhung_LN	هامهنغ	translated	0		LN	"lin 'هامهنغ_N' = mkN nohum (wmkN {g = fem ; sg = ""هامهنغ"" ; pl = ""هامهنغ"" }) ;"	lin 'هامهنغ_LN' = mkLN 'هامهنغ_N' ;	fun 'هامهنغ_N' : N ;	fun 'هامهنغ_LN' : LN ;
hamilton_5_LN	هاميلتون	translated	0		LN	"lin 'هاميلتون_N' = mkN nohum (wmkN {g = fem ; sg = ""هاميلتون"" ; pl = ""هاميلتون"" }) ;"	lin 'هاميلتون_LN' = mkLN 'هاميلتون_N' ;	fun 'هاميلتون_N' : N ;	fun 'هاميلتون_LN' : LN ;
hamilton_6_LN	هاميلتون	translated	0		LN	"lin 'هاميلتون_N' = mkN nohum (wmkN {g = fem ; sg = ""هاميلتون"" ; pl = ""هاميلتون"" }) ;"	lin 'هاميلتون_LN' = mkLN 'هاميلتون_N' ;	fun 'هاميلتون_N' : N ;	fun 'هاميلتون_LN' : LN ;
hamina_LN	هامينا	translated	0		LN	"lin 'هامينا_N' = mkN nohum (wmkN {g = fem ; sg = ""هامينا"" ; pl = ""هامينا"" }) ;"	lin 'هامينا_LN' = mkLN 'هامينا_N' ;	fun 'هامينا_N' : N ;	fun 'هامينا_LN' : LN ;
hampshire_LN	هامبشاير	translated	0		LN	"lin 'هامبشاير_N' = mkN nohum (wmkN {g = fem ; sg = ""هامبشاير"" ; pl = ""هامبشاير"" }) ;"	lin 'هامبشاير_LN' = mkLN 'هامبشاير_N' ;	fun 'هامبشاير_N' : N ;	fun 'هامبشاير_LN' : LN ;
hangzhou_LN	هانجتشو	translated	0		LN	"lin 'هانجتشو_N' = mkN nohum (wmkN {g = fem ; sg = ""هانجتشو"" ; pl = ""هانجتشو"" }) ;"	lin 'هانجتشو_LN' = mkLN 'هانجتشو_N' ;	fun 'هانجتشو_N' : N ;	fun 'هانجتشو_LN' : LN ;
hanko_LN	هانكو	translated	0		LN	"lin 'هانكو_N' = mkN nohum (wmkN {g = fem ; sg = ""هانكو"" ; pl = ""هانكو"" }) ;"	lin 'هانكو_LN' = mkLN 'هانكو_N' ;	fun 'هانكو_N' : N ;	fun 'هانكو_LN' : LN ;
hannibal_LN	حنبعل	translated	0		LN	"lin 'حنبعل_N' = mkN nohum (wmkN {g = fem ; sg = ""حنبعل"" ; pl = ""حنبعل"" }) ;"	lin 'حنبعل_LN' = mkLN 'حنبعل_N' ;	fun 'حنبعل_N' : N ;	fun 'حنبعل_LN' : LN ;
hanoi_LN	هانوي	translated	0		LN	"lin 'هانوي_N' = mkN nohum (wmkN {g = fem ; sg = ""هانوي"" ; pl = ""هانوي"" }) ;"	lin 'هانوي_LN' = mkLN 'هانوي_N' ;	fun 'هانوي_N' : N ;	fun 'هانوي_LN' : LN ;
hanover_1_LN	هانوفر	translated	0		LN	"lin 'هانوفر_N' = mkN nohum (wmkN {g = fem ; sg = ""هانوفر"" ; pl = ""هانوفر"" }) ;"	lin 'هانوفر_LN' = mkLN 'هانوفر_N' ;	fun 'هانوفر_N' : N ;	fun 'هانوفر_LN' : LN ;
harare_LN	هاراري	translated	0		LN	"lin 'هاراري_N' = mkN nohum (wmkN {g = fem ; sg = ""هاراري"" ; pl = ""هاراري"" }) ;"	lin 'هاراري_LN' = mkLN 'هاراري_N' ;	fun 'هاراري_N' : N ;	fun 'هاراري_LN' : LN ;
harbin_LN	هَارْبِين	translated	0		LN	"lin 'هَارْبِين_N' = mkN nohum (wmkN {g = fem ; sg = ""هَارْبِين"" ; pl = ""هَارْبِين"" }) ;"	lin 'هَارْبِين_LN' = mkLN 'هَارْبِين_N' ;	fun 'هَارْبِين_N' : N ;	fun 'هَارْبِين_LN' : LN ;
hargeisa_LN	هرجيسا	translated	0		LN	"lin 'هرجيسا_N' = mkN nohum (wmkN {g = fem ; sg = ""هرجيسا"" ; pl = ""هرجيسا"" }) ;"	lin 'هرجيسا_LN' = mkLN 'هرجيسا_N' ;	fun 'هرجيسا_N' : N ;	fun 'هرجيسا_LN' : LN ;
haringey_LN	هارينجي	translated	0		LN	"lin 'هارينجي_N' = mkN nohum (wmkN {g = fem ; sg = ""هارينجي"" ; pl = ""هارينجي"" }) ;"	lin 'هارينجي_LN' = mkLN 'هارينجي_N' ;	fun 'هارينجي_N' : N ;	fun 'هارينجي_LN' : LN ;
harlem_LN	هارلم	translated	0		LN	"lin 'هارلم_N' = mkN nohum (wmkN {g = fem ; sg = ""هارلم"" ; pl = ""هارلم"" }) ;"	lin 'هارلم_LN' = mkLN 'هارلم_N' ;	fun 'هارلم_N' : N ;	fun 'هارلم_LN' : LN ;
harlem_river_LN	نهر هارلم	translated	1		LN	"lin 'نهر هارلم_N' = mkN nohum (wmkN {g = fem ; sg = ""نهر هارلم"" ; pl = ""نهر هارلم"" }) ;"	lin 'نهر هارلم_LN' = mkLN 'نهر هارلم_N' ;	fun 'نهر هارلم_N' : N ;	fun 'نهر هارلم_LN' : LN ;
harley_street_LN	هارلي ستريت	translated	1		LN	"lin 'هارلي ستريت_N' = mkN nohum (wmkN {g = fem ; sg = ""هارلي ستريت"" ; pl = ""هارلي ستريت"" }) ;"	lin 'هارلي ستريت_LN' = mkLN 'هارلي ستريت_N' ;	fun 'هارلي ستريت_N' : N ;	fun 'هارلي ستريت_LN' : LN ;
harpers_ferry_LN	هاربرز فيري	translated	1		LN	"lin 'هاربرز فيري_N' = mkN nohum (wmkN {g = fem ; sg = ""هاربرز فيري"" ; pl = ""هاربرز فيري"" }) ;"	lin 'هاربرز فيري_LN' = mkLN 'هاربرز فيري_N' ;	fun 'هاربرز فيري_N' : N ;	fun 'هاربرز فيري_LN' : LN ;
harrisburg_LN	هاريسبرج	translated	0		LN	"lin 'هاريسبرج_N' = mkN nohum (wmkN {g = fem ; sg = ""هاريسبرج"" ; pl = ""هاريسبرج"" }) ;"	lin 'هاريسبرج_LN' = mkLN 'هاريسبرج_N' ;	fun 'هاريسبرج_N' : N ;	fun 'هاريسبرج_LN' : LN ;
harrogate_LN	هاروغيت	translated	0		LN	"lin 'هاروغيت_N' = mkN nohum (wmkN {g = fem ; sg = ""هاروغيت"" ; pl = ""هاروغيت"" }) ;"	lin 'هاروغيت_LN' = mkLN 'هاروغيت_N' ;	fun 'هاروغيت_N' : N ;	fun 'هاروغيت_LN' : LN ;
harrow_LN	مدرسة هرو	translated	1		LN	"lin 'مدرسة هرو_N' = mkN nohum (wmkN {g = fem ; sg = ""مدرسة هرو"" ; pl = ""مدرسة هرو"" }) ;"	lin 'مدرسة هرو_LN' = mkLN 'مدرسة هرو_N' ;	fun 'مدرسة هرو_N' : N ;	fun 'مدرسة هرو_LN' : LN ;
hartford_LN	هارتفورد	translated	0		LN	"lin 'هارتفورد_N' = mkN nohum (wmkN {g = fem ; sg = ""هارتفورد"" ; pl = ""هارتفورد"" }) ;"	lin 'هارتفورد_LN' = mkLN 'هارتفورد_N' ;	fun 'هارتفورد_N' : N ;	fun 'هارتفورد_LN' : LN ;
hartlepool_LN	هارتلبول	translated	0		LN	"lin 'هارتلبول_N' = mkN nohum (wmkN {g = fem ; sg = ""هارتلبول"" ; pl = ""هارتلبول"" }) ;"	lin 'هارتلبول_LN' = mkLN 'هارتلبول_N' ;	fun 'هارتلبول_N' : N ;	fun 'هارتلبول_LN' : LN ;
harvard_university_LN	جامعة هارفارد	translated	1		LN	"lin 'جامعة هارفارد_N' = mkN nohum (wmkN {g = fem ; sg = ""جامعة هارفارد"" ; pl = ""جامعة هارفارد"" }) ;"	lin 'جامعة هارفارد_LN' = mkLN 'جامعة هارفارد_N' ;	fun 'جامعة هارفارد_N' : N ;	fun 'جامعة هارفارد_LN' : LN ;
harwich_LN	هارويتش	translated	0		LN	"lin 'هارويتش_N' = mkN nohum (wmkN {g = fem ; sg = ""هارويتش"" ; pl = ""هارويتش"" }) ;"	lin 'هارويتش_LN' = mkLN 'هارويتش_N' ;	fun 'هارويتش_N' : N ;	fun 'هارويتش_LN' : LN ;
harwood_LN	هاروود	translated	0		LN	"lin 'هاروود_N' = mkN nohum (wmkN {g = fem ; sg = ""هاروود"" ; pl = ""هاروود"" }) ;"	lin 'هاروود_LN' = mkLN 'هاروود_N' ;	fun 'هاروود_N' : N ;	fun 'هاروود_LN' : LN ;
hastings_2_LN	هيستنغس	translated	0		LN	"lin 'هيستنغس_N' = mkN nohum (wmkN {g = fem ; sg = ""هيستنغس"" ; pl = ""هيستنغس"" }) ;"	lin 'هيستنغس_LN' = mkLN 'هيستنغس_N' ;	fun 'هيستنغس_N' : N ;	fun 'هيستنغس_LN' : LN ;
hatfield_LN	هاتفيلد	translated	0		LN	"lin 'هاتفيلد_N' = mkN nohum (wmkN {g = fem ; sg = ""هاتفيلد"" ; pl = ""هاتفيلد"" }) ;"	lin 'هاتفيلد_LN' = mkLN 'هاتفيلد_N' ;	fun 'هاتفيلد_N' : N ;	fun 'هاتفيلد_LN' : LN ;
hatteras_island_LN	جزيرة هاترس	translated	1		LN	"lin 'جزيرة هاترس_N' = mkN nohum (wmkN {g = fem ; sg = ""جزيرة هاترس"" ; pl = ""جزيرة هاترس"" }) ;"	lin 'جزيرة هاترس_LN' = mkLN 'جزيرة هاترس_N' ;	fun 'جزيرة هاترس_N' : N ;	fun 'جزيرة هاترس_LN' : LN ;
hattiesburg_LN	هاتيسبورغ	translated	0		LN	"lin 'هاتيسبورغ_N' = mkN nohum (wmkN {g = fem ; sg = ""هاتيسبورغ"" ; pl = ""هاتيسبورغ"" }) ;"	lin 'هاتيسبورغ_LN' = mkLN 'هاتيسبورغ_N' ;	fun 'هاتيسبورغ_N' : N ;	fun 'هاتيسبورغ_LN' : LN ;
havana_LN	هافانا	translated	0		LN	"lin 'هافانا_N' = mkN nohum (wmkN {g = fem ; sg = ""هافانا"" ; pl = ""هافانا"" }) ;"	lin 'هافانا_LN' = mkLN 'هافانا_N' ;	fun 'هافانا_N' : N ;	fun 'هافانا_LN' : LN ;
haverfordwest_LN	هافرفوردويست	translated	0		LN	"lin 'هافرفوردويست_N' = mkN nohum (wmkN {g = fem ; sg = ""هافرفوردويست"" ; pl = ""هافرفوردويست"" }) ;"	lin 'هافرفوردويست_LN' = mkLN 'هافرفوردويست_N' ;	fun 'هافرفوردويست_N' : N ;	fun 'هافرفوردويست_LN' : LN ;
haverhill_LN	هافر هيل	translated	1		LN	"lin 'هافر هيل_N' = mkN nohum (wmkN {g = fem ; sg = ""هافر هيل"" ; pl = ""هافر هيل"" }) ;"	lin 'هافر هيل_LN' = mkLN 'هافر هيل_N' ;	fun 'هافر هيل_N' : N ;	fun 'هافر هيل_LN' : LN ;
hawaii_1_LN	هاواي	translated	0		LN	"lin 'هاواي_N' = mkN nohum (wmkN {g = fem ; sg = ""هاواي"" ; pl = ""هاواي"" }) ;"	lin 'هاواي_LN' = mkLN 'هاواي_N' ;	fun 'هاواي_N' : N ;	fun 'هاواي_LN' : LN ;
hawaii_2_LN	هاواي	translated	0		LN	"lin 'هاواي_N' = mkN nohum (wmkN {g = fem ; sg = ""هاواي"" ; pl = ""هاواي"" }) ;"	lin 'هاواي_LN' = mkLN 'هاواي_N' ;	fun 'هاواي_N' : N ;	fun 'هاواي_LN' : LN ;
hawaii_volcanoes_national_park_LN	حديقة براكين هاواي الوطنية	translated	1		LN	"lin 'حديقة براكين هاواي الوطنية_N' = mkN nohum (wmkN {g = fem ; sg = ""حديقة براكين هاواي الوطنية"" ; pl = ""حديقة براكين هاواي الوطنية"" }) ;"	lin 'حديقة براكين هاواي الوطنية_LN' = mkLN 'حديقة براكين هاواي الوطنية_N' ;	fun 'حديقة براكين هاواي الوطنية_N' : N ;	fun 'حديقة براكين هاواي الوطنية_LN' : LN ;
hawaiian_islands_LN	هَاوَاي	translated	0		LN	"lin 'هَاوَاي_N' = mkN nohum (wmkN {g = fem ; sg = ""هَاوَاي"" ; pl = ""هَاوَاي"" }) ;"	lin 'هَاوَاي_LN' = mkLN 'هَاوَاي_N' ;	fun 'هَاوَاي_N' : N ;	fun 'هَاوَاي_LN' : LN ;
hawke's_bay_LN	إقليم هاوكس باي	translated	1		LN	"lin 'إقليم هاوكس باي_N' = mkN nohum (wmkN {g = fem ; sg = ""إقليم هاوكس باي"" ; pl = ""إقليم هاوكس باي"" }) ;"	lin 'إقليم هاوكس باي_LN' = mkLN 'إقليم هاوكس باي_N' ;	fun 'إقليم هاوكس باي_N' : N ;	fun 'إقليم هاوكس باي_LN' : LN ;
hays_LN	هايز	translated	0		LN	"lin 'هايز_N' = mkN nohum (wmkN {g = fem ; sg = ""هايز"" ; pl = ""هايز"" }) ;"	lin 'هايز_LN' = mkLN 'هايز_N' ;	fun 'هايز_N' : N ;	fun 'هايز_LN' : LN ;
hebei_LN	خبي	translated	0		LN	"lin 'خبي_N' = mkN nohum (wmkN {g = fem ; sg = ""خبي"" ; pl = ""خبي"" }) ;"	lin 'خبي_LN' = mkLN 'خبي_N' ;	fun 'خبي_N' : N ;	fun 'خبي_LN' : LN ;
hebrides_LN	هبرديس	translated	0		LN	"lin 'هبرديس_N' = mkN nohum (wmkN {g = fem ; sg = ""هبرديس"" ; pl = ""هبرديس"" }) ;"	lin 'هبرديس_LN' = mkLN 'هبرديس_N' ;	fun 'هبرديس_N' : N ;	fun 'هبرديس_LN' : LN ;
heidelburg_LN	هايدلبرغ	translated	0		LN	"lin 'هايدلبرغ_N' = mkN nohum (wmkN {g = fem ; sg = ""هايدلبرغ"" ; pl = ""هايدلبرغ"" }) ;"	lin 'هايدلبرغ_LN' = mkLN 'هايدلبرغ_N' ;	fun 'هايدلبرغ_N' : N ;	fun 'هايدلبرغ_LN' : LN ;
heinola_LN	هينولا	translated	0		LN	"lin 'هينولا_N' = mkN nohum (wmkN {g = fem ; sg = ""هينولا"" ; pl = ""هينولا"" }) ;"	lin 'هينولا_LN' = mkLN 'هينولا_N' ;	fun 'هينولا_N' : N ;	fun 'هينولا_LN' : LN ;
helena_LN	هيلينا	translated	0		LN	"lin 'هيلينا_N' = mkN nohum (wmkN {g = fem ; sg = ""هيلينا"" ; pl = ""هيلينا"" }) ;"	lin 'هيلينا_LN' = mkLN 'هيلينا_N' ;	fun 'هيلينا_N' : N ;	fun 'هيلينا_LN' : LN ;
helsinki_LN	هِلْسِنْكِي	translated	0		LN	"lin 'هِلْسِنْكِي_N' = mkN nohum (wmkN {g = fem ; sg = ""هِلْسِنْكِي"" ; pl = ""هِلْسِنْكِي"" }) ;"	lin 'هِلْسِنْكِي_LN' = mkLN 'هِلْسِنْكِي_N' ;	fun 'هِلْسِنْكِي_N' : N ;	fun 'هِلْسِنْكِي_LN' : LN ;
hemel_hempstead_LN	هيميل هيمبستيد	translated	1		LN	"lin 'هيميل هيمبستيد_N' = mkN nohum (wmkN {g = fem ; sg = ""هيميل هيمبستيد"" ; pl = ""هيميل هيمبستيد"" }) ;"	lin 'هيميل هيمبستيد_LN' = mkLN 'هيميل هيمبستيد_N' ;	fun 'هيميل هيمبستيد_N' : N ;	fun 'هيميل هيمبستيد_LN' : LN ;
hemsworth_LN	هيمسوورث	translated	0		LN	"lin 'هيمسوورث_N' = mkN nohum (wmkN {g = fem ; sg = ""هيمسوورث"" ; pl = ""هيمسوورث"" }) ;"	lin 'هيمسوورث_LN' = mkLN 'هيمسوورث_N' ;	fun 'هيمسوورث_N' : N ;	fun 'هيمسوورث_LN' : LN ;
henley_on_thames_LN	هنلي أون تيمز	translated	1		LN	"lin 'هنلي أون تيمز_N' = mkN nohum (wmkN {g = fem ; sg = ""هنلي أون تيمز"" ; pl = ""هنلي أون تيمز"" }) ;"	lin 'هنلي أون تيمز_LN' = mkLN 'هنلي أون تيمز_N' ;	fun 'هنلي أون تيمز_N' : N ;	fun 'هنلي أون تيمز_LN' : LN ;
herat_LN	هِيرات	translated	0		LN	"lin 'هِيرات_N' = mkN nohum (wmkN {g = fem ; sg = ""هِيرات"" ; pl = ""هِيرات"" }) ;"	lin 'هِيرات_LN' = mkLN 'هِيرات_N' ;	fun 'هِيرات_N' : N ;	fun 'هِيرات_LN' : LN ;
herculaneum_LN	إركولانو	translated	0		LN	"lin 'إركولانو_N' = mkN nohum (wmkN {g = fem ; sg = ""إركولانو"" ; pl = ""إركولانو"" }) ;"	lin 'إركولانو_LN' = mkLN 'إركولانو_N' ;	fun 'إركولانو_N' : N ;	fun 'إركولانو_LN' : LN ;
hermosillo_LN	هيرموسيلو	translated	0		LN	"lin 'هيرموسيلو_N' = mkN nohum (wmkN {g = fem ; sg = ""هيرموسيلو"" ; pl = ""هيرموسيلو"" }) ;"	lin 'هيرموسيلو_LN' = mkLN 'هيرموسيلو_N' ;	fun 'هيرموسيلو_N' : N ;	fun 'هيرموسيلو_LN' : LN ;
herne_LN	هيرنه	translated	0		LN	"lin 'هيرنه_N' = mkN nohum (wmkN {g = fem ; sg = ""هيرنه"" ; pl = ""هيرنه"" }) ;"	lin 'هيرنه_LN' = mkLN 'هيرنه_N' ;	fun 'هيرنه_N' : N ;	fun 'هيرنه_LN' : LN ;
herne_bay_LN	هيرن باي	translated	1		LN	"lin 'هيرن باي_N' = mkN nohum (wmkN {g = fem ; sg = ""هيرن باي"" ; pl = ""هيرن باي"" }) ;"	lin 'هيرن باي_LN' = mkLN 'هيرن باي_N' ;	fun 'هيرن باي_N' : N ;	fun 'هيرن باي_LN' : LN ;
hershey_LN	هرشي	translated	0		LN	"lin 'هرشي_N' = mkN nohum (wmkN {g = fem ; sg = ""هرشي"" ; pl = ""هرشي"" }) ;"	lin 'هرشي_LN' = mkLN 'هرشي_N' ;	fun 'هرشي_N' : N ;	fun 'هرشي_LN' : LN ;
hertford_LN	هرتفورد	translated	0		LN	"lin 'هرتفورد_N' = mkN nohum (wmkN {g = fem ; sg = ""هرتفورد"" ; pl = ""هرتفورد"" }) ;"	lin 'هرتفورد_LN' = mkLN 'هرتفورد_N' ;	fun 'هرتفورد_N' : N ;	fun 'هرتفورد_LN' : LN ;
hertfordshire_LN	هارتفوردشير	translated	0		LN	"lin 'هارتفوردشير_N' = mkN nohum (wmkN {g = fem ; sg = ""هارتفوردشير"" ; pl = ""هارتفوردشير"" }) ;"	lin 'هارتفوردشير_LN' = mkLN 'هارتفوردشير_N' ;	fun 'هارتفوردشير_N' : N ;	fun 'هارتفوردشير_LN' : LN ;
hetton_LN	هتون-لو-هول	translated	0		LN	"lin 'هتون-لو-هول_N' = mkN nohum (wmkN {g = fem ; sg = ""هتون-لو-هول"" ; pl = ""هتون-لو-هول"" }) ;"	lin 'هتون-لو-هول_LN' = mkLN 'هتون-لو-هول_N' ;	fun 'هتون-لو-هول_N' : N ;	fun 'هتون-لو-هول_LN' : LN ;
hexham_LN	هيكسهام	translated	0		LN	"lin 'هيكسهام_N' = mkN nohum (wmkN {g = fem ; sg = ""هيكسهام"" ; pl = ""هيكسهام"" }) ;"	lin 'هيكسهام_LN' = mkLN 'هيكسهام_N' ;	fun 'هيكسهام_N' : N ;	fun 'هيكسهام_LN' : LN ;
hibbing_LN	هيبينغ	translated	0		LN	"lin 'هيبينغ_N' = mkN nohum (wmkN {g = fem ; sg = ""هيبينغ"" ; pl = ""هيبينغ"" }) ;"	lin 'هيبينغ_LN' = mkLN 'هيبينغ_N' ;	fun 'هيبينغ_N' : N ;	fun 'هيبينغ_LN' : LN ;
highland_LN	هايلاند (منطقة مجلس)	translated	1		LN	"lin 'هايلاند (منطقة مجلس)_N' = mkN nohum (wmkN {g = fem ; sg = ""هايلاند (منطقة مجلس)"" ; pl = ""هايلاند (منطقة مجلس)"" }) ;"	lin 'هايلاند (منطقة مجلس)_LN' = mkLN 'هايلاند (منطقة مجلس)_N' ;	fun 'هايلاند (منطقة مجلس)_N' : N ;	fun 'هايلاند (منطقة مجلس)_LN' : LN ;
